,Station ID,XCNAQ1011,XCNAQ1010,CN_1456A,CN_1458A,CN_1460A,CN_1457A,CN_1461A,CN_1459A,XCNAQ1012,XCNAQ1013,XCNAQ1009,XCNAQ1008,XCNAQ1019,XCNAQ1018,XCNAQ1280,XCNAQ1015,XCNAQ1014,XCNAQ1017,XCNAQ1016
0,Latitude,29.2610,29.2313,29.6514,29.6475,29.6588,29.6747,29.6292,29.6541,29.2718,29.2365,31.1254,31.1278,29.6632,29.6376,31.4797,31.4717,31.4846,32.5039,32.5000
1,Longitude,91.7706,91.7608,91.1319,91.0874,90.9798,91.1221,91.0834,91.1774,88.8876,88.8931,97.1808,97.1804,94.3616,94.3681,92.0506,92.0520,92.0657,80.0895,80.1161
2,Time,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
27,2013/01/25 00:00:00,-99999.0000,-99999.0000,36.1735,38.4354,44.2175,34.6939,42.7508,47.3425,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
28,2013/01/26 00:00:00,-99999.0000,-99999.0000,30.2041,29.5493,35.3529,28.4651,33.6310,41.7092,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
29,2013/01/27 00:00:00,-99999.0000,-99999.0000,35.0510,39.5833,41.3690,33.8860,38.6692,44.6004,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
30,2013/01/28 00:00:00,-99999.0000,-99999.0000,26.0459,25.4039,26.4030,23.8945,31.5689,33.1420,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
31,2013/01/29 00:00:00,-99999.0000,-99999.0000,30.4963,33.8860,37.2874,29.8895,35.8843,40.3061,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
32,2013/01/30 00:00:00,-99999.0000,-99999.0000,28.8598,32.2760,32.2760,27.3514,39.3966,38.9530,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
33,2013/01/31 00:00:00,-99999.0000,-99999.0000,20.9184,24.3567,26.3532,22.4712,27.3513,26.7524,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
34,2013/02/01 00:00:00,-99999.0000,-99999.0000,25.2126,31.6327,35.2041,27.7211,35.0340,34.4600,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
35,2013/02/02 00:00:00,-99999.0000,-99999.0000,30.5060,37.5000,31.9805,32.4405,41.3265,40.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
36,2013/02/03 00:00:00,-99999.0000,-99999.0000,28.7840,28.9966,35.0765,24.9788,36.3733,39.7072,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
37,2013/02/04 00:00:00,-99999.0000,-99999.0000,24.9557,23.9352,30.8784,23.8909,30.2795,38.3319,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
38,2013/02/05 00:00:00,-99999.0000,-99999.0000,23.7883,28.2950,34.7151,23.8733,37.5213,31.4007,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
