,Station ID,XCNAQ240,XCNAQ877,XCNAQ879,XCNAQ878,XCNAQ875,XCNAQ236,XCNAQ2797,XCNAQ468,XCNAQ469,XCNAQ2798,XCNAQ241,XCNAQ238,XCNAQ470,XCNAQ222,XCNAQ223,XCNAQ239,XCNAQ224,XCNAQ1267,XCNAQ1268,XCNAQ2799,XCNAQ1269,XCNAQ471,XCNAQ472,XCNAQ244,XCNAQ242,XCNAQ872,XCNAQ874,XCNAQ870,XCNAQ871,XCNAQ873,XCNAQ447,XCNAQ231,XCNAQ232,XCNAQ234,XCNAQ233,XCNAQ235,XCNAQ230,XCNAQ869,XCNAQ866,XCNAQ868,XCNAQ867,XCNAQ865,XCNAQ228,XCNAQ226,XCNAQ361,XCNAQ227,XCNAQ225,XCNAQ229,XCNAQ362,XCNAQ882,XCNAQ881,XCNAQ880,XCNAQ221,XCNAQ857,XCNAQ856,XCNAQ855,XCNAQ858,XCNAQ859,XCNAQ243,XCNAQ844,XCNAQ847,XCNAQ848,XCNAQ846,XCNAQ849,XCNAQ845,XCNAQ851,XCNAQ852,XCNAQ850,XCNAQ854,XCNAQ853,XCNAQ862,XCNAQ863,XCNAQ864,XCNAQ861,XCNAQ860,CN_1340A,CN_1342A,CN_1344A,CN_1343A,CN_1338A,CN_1341A,CN_1335A,CN_1339A,CN_1337A,CN_1336A,XCNAQ220
0,Latitude,29.3538,27.7314,27.7044,27.7569,27.7250,29.4730,29.4758,29.4740,29.3578,29.4402,29.4251,29.3678,29.3550,29.0411,29.0246,29.3575,28.9703,29.0244,29.0381,29.1456,29.0239,29.3547,29.1389,29.1242,29.3150,27.5342,27.5830,27.5733,27.5444,27.5578,27.9958,27.8336,27.8244,27.8667,27.8528,27.8867,27.8381,26.4519,26.4214,26.4364,26.2331,26.2081,27.8159,27.8403,27.9153,27.8614,27.8728,27.9119,27.9164,28.2675,28.3169,28.2558,29.0755,28.5600,28.5808,28.6428,28.6047,28.5819,29.1425,26.9089,26.8733,26.8919,26.8956,26.9056,26.9258,27.2317,27.2582,27.3033,27.2272,27.2537,25.8179,25.8070,25.7759,25.8226,25.9061,28.2597,28.1178,28.3586,28.1308,28.1900,28.1944,28.2325,28.1442,28.2053,28.2189,29.0173
1,Longitude,113.0019,112.0194,111.9892,111.9561,111.9975,113.2772,113.2621,113.2700,113.1094,112.9943,113.1493,113.1772,113.2117,111.6680,111.7045,113.1091,111.6975,111.7044,111.6794,111.7158,111.6753,110.5594,110.4800,110.4697,110.4417,109.9792,110.0394,109.9333,109.9453,109.9972,113.1817,113.2510,113.1350,113.1670,113.1300,113.0950,113.1430,111.5989,111.6156,111.5992,111.6236,111.6217,112.9227,112.9118,113.0048,112.9433,112.8937,112.9074,112.4876,109.6958,109.7325,109.6414,111.7300,112.3439,112.3458,112.4067,112.3347,112.3744,110.4888,112.5328,112.6197,112.6006,112.6211,112.5664,112.6194,111.4733,111.4908,111.5239,111.4328,111.4503,113.0119,113.0383,113.0348,113.0116,113.0073,112.9792,112.9844,112.9958,112.8908,112.9394,113.0014,113.0833,112.9956,113.0792,112.8872,111.6862
2,Time,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
354,2013/12/18 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,78.5000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,117.0000,143.0833,128.3636,105.2500,141.5833,109.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
355,2013/12/19 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,120.4783,213.0909,-99999.0000,-99999.0000,178.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,206.2917,247.6667,229.8750,194.9000,223.8750,207.4583,138.5652,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,194.7000,189.5333,-99999.0000,172.5882,-99999.0000
356,2013/12/20 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,153.7368,238.2174,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,230.8333,277.3750,266.1250,228.0000,257.8333,251.4167,193.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,199.2941,-99999.0000,-99999.0000,-99999.0000,208.4000,203.7647,-99999.0000,-99999.0000,-99999.0000
357,2013/12/21 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,281.5833,213.5625,269.8750,292.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,264.6250,310.3333,295.0833,264.0000,284.7500,285.6250,209.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,194.8125,-99999.0000,-99999.0000,-99999.0000
358,2013/12/22 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,179.1667,-99999.0000,180.7826,176.9412,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,195.5000,248.3810,214.7500,192.0000,217.0000,200.7083,154.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,152.5882,-99999.0000,-99999.0000,-99999.0000
359,2013/12/23 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,153.9048,191.4583,-99999.0000,187.1739,-99999.0000,186.8889,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,178.7083,220.3750,216.9167,160.0417,201.8750,187.3333,155.3043,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,138.5000,-99999.0000,-99999.0000,-99999.0000,155.6818,155.1818,-99999.0000,-99999.0000,-99999.0000
360,2013/12/24 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,146.7826,185.9048,-99999.0000,177.5000,175.8125,170.0556,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,199.7083,240.3750,236.7083,190.3043,220.3333,208.8750,150.5500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,167.4737,166.2105,-99999.0000,-99999.0000,-99999.0000
361,2013/12/25 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,163.7826,236.2083,191.1000,228.2609,-99999.0000,179.6000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,204.2632,249.2500,237.9167,175.9583,221.6250,206.0833,151.5652,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,146.3529,-99999.0000,-99999.0000,-99999.0000,157.6000,161.7500,-99999.0000,-99999.0000,-99999.0000
362,2013/12/26 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,205.0833,221.9583,169.3636,196.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,197.0556,262.0000,245.5833,180.7083,218.5833,212.7917,155.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,181.8095,-99999.0000,-99999.0000,-99999.0000,178.1304,167.4762,-99999.0000,154.8421,-99999.0000
363,2013/12/27 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,129.8261,140.3182,107.3913,126.8261,-99999.0000,84.1765,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,110.5238,145.9565,165.1304,99.2609,124.3043,121.1739,80.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,72.8421,81.6818,-99999.0000,-99999.0000,88.7727,94.2105,-99999.0000,94.5882,-99999.0000
364,2013/12/28 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,138.0000,111.7391,167.1250,125.9500,160.0870,113.7500,143.4706,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,133.1667,155.5909,153.3750,107.0000,131.7500,124.9583,83.9091,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,78.2857,91.4167,-99999.0000,-99999.0000,-99999.0000,104.2000,-99999.0000,-99999.0000,-99999.0000
365,2013/12/29 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,137.3636,182.9565,142.0000,159.7000,138.8667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,176.1739,205.3636,230.8095,143.6087,167.0435,-99999.0000,74.1000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,103.0500,121.4348,-99999.0000,-99999.0000,99.2222,118.2105,-99999.0000,109.3500,-99999.0000
366,2013/12/30 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,156.5556,133.1364,220.0000,212.6667,214.9444,-99999.0000,219.9524,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,189.3333,227.7143,234.2083,190.3333,212.1739,189.7391,96.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,108.9565,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
367,2013/12/31 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,133.0435,213.3478,218.8571,217.3529,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,193.5000,225.9545,222.1765,206.9048,203.0833,214.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,148.0000,163.9444,-99999.0000,-99999.0000,182.0000,-99999.0000,-99999.0000,210.9444,-99999.0000
368,2014/01/01 00:00:00,168.5714,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,183.2105,148.6667,-99999.0000,114.0625,174.2353,146.3810,201.0000,-99999.0000,-99999.0000,195.8889,-99999.0000,-99999.0000,-99999.0000,-99999.0000,117.2222,-99999.0000,232.7143,84.3000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,118.6842,208.1905,-99999.0000,227.0476,209.2500,221.9375,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,209.7500,264.0476,206.2381,207.7143,231.7083,213.3478,108.4706,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,129.0000,168.4706,-99999.0000,-99999.0000,162.0952,152.4286,-99999.0000,189.1765,219.3333
369,2014/01/02 00:00:00,256.3636,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,193.6667,187.9583,-99999.0000,170.3333,223.2381,173.4118,318.6957,231.7083,-99999.0000,330.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,181.7826,261.3182,259.5417,130.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,190.0952,215.6818,-99999.0000,212.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,225.5833,284.0455,269.4783,224.2105,250.2500,252.7917,167.9091,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,177.8947,-99999.0000,-99999.0000,-99999.0000,196.1765,177.1333,-99999.0000,190.6250,356.1667
370,2014/01/03 00:00:00,208.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,261.7500,170.1304,-99999.0000,166.2174,216.4167,169.1364,291.8333,213.8333,-99999.0000,283.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,169.0000,-99999.0000,236.4167,117.7391,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,285.4500,277.2500,345.6667,338.0556,333.0000,264.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,274.7083,329.2727,342.6818,237.9167,270.6667,238.3750,159.4762,-99999.0000,-99999.0000,-99999.0000,138.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,159.4000,-99999.0000,-99999.0000,-99999.0000,219.2174,159.4375,-99999.0000,169.8333,318.6250
371,2014/01/04 00:00:00,205.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,283.4762,159.4167,-99999.0000,149.1000,174.3333,152.2917,231.5833,167.5833,-99999.0000,218.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,130.0000,218.9048,217.5000,111.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,183.1250,137.9500,-99999.0000,217.8095,238.4583,199.6000,199.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,188.4167,220.2632,256.6667,177.5000,220.4167,195.0833,104.8696,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,129.7826,-99999.0000,-99999.0000,-99999.0000,183.6250,154.9500,-99999.0000,155.7368,242.7500
372,2014/01/05 00:00:00,191.4783,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,232.4545,140.3750,-99999.0000,121.6500,158.1818,138.6087,234.5833,165.9167,-99999.0000,239.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,175.0417,366.9167,284.0000,138.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,146.2083,131.6667,-99999.0000,196.5455,168.3750,149.0952,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,192.9167,244.4348,234.7500,166.2609,230.5000,204.9048,134.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,111.5000,-99999.0000,113.7500,-99999.0000,139.0909,130.3043,-99999.0000,133.8636,263.8750
373,2014/01/06 00:00:00,334.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,261.6667,243.9167,-99999.0000,236.8421,325.7000,303.7917,268.0833,198.1579,-99999.0000,294.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,252.8333,271.1905,223.0909,169.7826,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,205.9545,-99999.0000,229.9565,213.1364,231.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,235.3333,299.3913,267.2273,231.6364,281.5652,-99999.0000,158.9565,-99999.0000,-99999.0000,-99999.0000,212.1364,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,314.5000
