,Station ID,XCNAQ1795,CN_1142A,XCNAQ1283,XCNAQ1826,XCNAQ1813,XCNAQ1802,XCNAQ1825,XCNAQ1820,XCNAQ1815,XCNAQ1821,XCNAQ1792,XCNAQ1822,XCNAQ1812,XCNAQ1786,XCNAQ1810,XCNAQ1811,XCNAQ1794,CN_1144A,XCNAQ1284,CN_1141A,XCNAQ1816,CN_1145A,XCNAQ1798,XCNAQ1797,XCNAQ1791,XCNAQ1808,XCNAQ1807,XCNAQ1801,CN_1148A,CN_1150A,XCNAQ1787,CN_1149A,CN_1143A,XCNAQ1809,XCNAQ1814,XCNAQ1804,XCNAQ1800,XCNAQ1803,XCNAQ1819,XCNAQ1789,XCNAQ1790,XCNAQ1788,XCNAQ1805,XCNAQ1806,CN_1146A,XCNAQ1817,XCNAQ1793,XCNAQ1796,XCNAQ1818,CN_1147A,XCNAQ1799,XCNAQ050
0,Latitude,31.2342,31.2036,31.2022,31.4116,31.3122,31.3738,30.9249,30.9338,30.8580,31.3225,31.3932,31.4115,31.6217,31.6894,31.5944,31.7688,31.1990,31.1654,31.1767,31.2380,31.2852,31.2659,31.3214,31.2838,31.0516,31.0377,31.0113,31.1143,31.1907,31.2071,31.0507,31.2284,31.3008,31.2666,30.7430,30.8911,31.2059,31.1939,31.2232,31.0065,31.0739,31.1158,31.1561,31.1152,31.0935,31.1456,31.2325,31.2768,31.2973,31.2261,31.2187,31.2288
1,Longitude,121.4688,121.4780,121.4823,121.1980,121.2551,121.2500,121.4890,121.4532,121.6762,121.4261,121.4456,121.3408,121.3969,121.4790,121.8025,121.1955,121.4373,121.4120,121.4384,121.4000,121.3424,121.5360,121.5034,121.5376,121.2664,121.2186,121.2322,121.5846,121.7030,121.5770,121.7965,121.5330,121.4670,121.5015,121.3389,121.1603,121.3902,121.3622,121.4246,121.4115,121.4996,121.3663,121.1255,121.0056,120.9780,121.1037,121.4476,121.4510,121.4303,121.4250,121.4607,121.5169
2,Time,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
410,2014/02/12 00:00:00,-99999.0000,25.8333,30.4091,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.7500,-99999.0000,35.7917,-99999.0000,31.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.7083,31.6667,-99999.0000,34.9583,34.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.2500,-99999.0000,-99999.0000
411,2014/02/13 00:00:00,-99999.0000,39.4583,39.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.7917,-99999.0000,50.5000,-99999.0000,40.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.3333,40.5000,-99999.0000,43.1250,45.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,48.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.7917,-99999.0000,-99999.0000
412,2014/02/14 00:00:00,-99999.0000,55.0435,53.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,54.0833,-99999.0000,67.8750,-99999.0000,53.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,53.0000,54.9583,-99999.0000,62.2083,53.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,68.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,62.2083,-99999.0000,-99999.0000
413,2014/02/15 00:00:00,-99999.0000,-99999.0000,29.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.2083,-99999.0000,36.6667,-99999.0000,31.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.1667,30.0000,-99999.0000,32.4583,31.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.3333,-99999.0000,-99999.0000
414,2014/02/16 00:00:00,-99999.0000,-99999.0000,24.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.5417,-99999.0000,27.4583,-99999.0000,22.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.0000,22.7083,-99999.0000,28.5833,22.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.2083,-99999.0000,-99999.0000
415,2014/02/17 00:00:00,-99999.0000,-99999.0000,33.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.0417,-99999.0000,38.5417,-99999.0000,30.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.8750,30.6250,-99999.0000,37.1667,30.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,43.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.2917,-99999.0000,-99999.0000
416,2014/02/18 00:00:00,-99999.0000,-99999.0000,23.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.2083,-99999.0000,24.7917,-99999.0000,29.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.8750,27.5652,-99999.0000,33.0417,26.5000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.7917,-99999.0000,-99999.0000
417,2014/02/19 00:00:00,-99999.0000,110.8000,111.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,114.9167,-99999.0000,131.9167,-99999.0000,113.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,99.9583,126.4783,-99999.0000,118.5833,121.8696,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,108.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,122.7083,-99999.0000,-99999.0000
418,2014/02/20 00:00:00,-99999.0000,-99999.0000,110.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,109.0417,-99999.0000,117.1250,-99999.0000,108.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,102.0455,109.3333,-99999.0000,114.0833,113.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,138.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,111.5000,-99999.0000,-99999.0000
419,2014/02/21 00:00:00,-99999.0000,-99999.0000,102.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,110.1667,-99999.0000,109.9167,-99999.0000,102.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,101.9583,109.2083,-99999.0000,106.8333,112.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,127.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,103.8333,-99999.0000,-99999.0000
420,2014/02/22 00:00:00,-99999.0000,58.6000,59.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,62.0833,-99999.0000,62.9583,-99999.0000,61.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,62.6667,59.5000,-99999.0000,69.3333,63.5263,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,73.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,55.8750,-99999.0000,-99999.0000
421,2014/02/23 00:00:00,-99999.0000,113.7778,115.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,112.7917,-99999.0000,122.4583,-99999.0000,113.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,111.5833,119.1250,-99999.0000,118.9583,113.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,122.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,113.0417,-99999.0000,-99999.0000
422,2014/02/24 00:00:00,-99999.0000,-99999.0000,69.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,67.3333,-99999.0000,60.6667,-99999.0000,69.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,64.5417,65.6250,-99999.0000,75.9167,66.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,65.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,57.1250,-99999.0000,-99999.0000
423,2014/02/25 00:00:00,-99999.0000,-99999.0000,18.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.1250,-99999.0000,19.0000,-99999.0000,17.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,20.3043,19.0870,-99999.0000,29.9565,18.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.3478,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.0000,-99999.0000,-99999.0000
424,2014/02/26 00:00:00,-99999.0000,83.0588,78.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,83.0833,-99999.0000,93.2500,-99999.0000,85.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,82.5000,86.1250,-99999.0000,91.9583,91.6087,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,84.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,88.7500,-99999.0000,-99999.0000
425,2014/02/27 00:00:00,-99999.0000,-99999.0000,103.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,115.7083,-99999.0000,121.9583,-99999.0000,100.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,93.0000,89.5417,-99999.0000,103.5000,95.3478,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,165.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,109.3750,-99999.0000,-99999.0000
426,2014/02/28 00:00:00,-99999.0000,-99999.0000,71.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,67.5833,-99999.0000,70.8750,-99999.0000,69.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.1250,65.5833,-99999.0000,73.4167,66.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,76.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,68.0000,-99999.0000,-99999.0000
427,2014/03/01 00:00:00,-99999.0000,45.9500,42.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.4583,-99999.0000,48.3750,-99999.0000,37.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.2083,38.4167,-99999.0000,44.9583,43.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,56.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.7500,-99999.0000,-99999.0000
428,2014/03/02 00:00:00,-99999.0000,81.5417,81.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,77.3333,-99999.0000,92.6667,-99999.0000,80.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,77.2500,83.2917,-99999.0000,83.3333,80.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,99.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,86.1250,-99999.0000,-99999.0000
429,2014/03/03 00:00:00,-99999.0000,55.3500,51.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,48.9167,-99999.0000,53.7917,-99999.0000,51.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,50.7500,50.4583,-99999.0000,50.4167,46.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,54.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,48.7917,-99999.0000,-99999.0000
430,2014/03/04 00:00:00,-99999.0000,38.0909,38.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.8333,-99999.0000,46.1667,-99999.0000,34.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.7500,35.2083,-99999.0000,41.2083,35.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,43.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.6250,-99999.0000,-99999.0000
431,2014/03/05 00:00:00,-99999.0000,50.3636,51.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.1250,-99999.0000,57.3333,-99999.0000,49.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.9583,52.4167,-99999.0000,56.5833,48.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,53.7917,-99999.0000,-99999.0000
432,2014/03/06 00:00:00,-99999.0000,38.5000,38.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.1667,-99999.0000,43.9167,-99999.0000,37.9091,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.3750,41.8750,-99999.0000,45.1250,37.3478,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,58.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.8333,-99999.0000,-99999.0000
433,2014/03/07 00:00:00,-99999.0000,53.6250,53.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,52.0833,-99999.0000,61.3333,-99999.0000,54.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,57.3333,60.3750,-99999.0000,61.8750,53.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,58.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,56.2917,-99999.0000,-99999.0000
434,2014/03/08 00:00:00,-99999.0000,49.8000,51.5000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,52.7500,-99999.0000,61.5417,-99999.0000,49.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,53.4167,55.1250,-99999.0000,61.3333,55.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,54.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,53.8333,-99999.0000,-99999.0000
435,2014/03/09 00:00:00,-99999.0000,150.7895,135.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,138.7500,-99999.0000,137.7500,-99999.0000,129.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,132.7917,145.0000,-99999.0000,140.7917,125.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,111.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,130.5000,-99999.0000,-99999.0000
436,2014/03/10 00:00:00,-99999.0000,-99999.0000,137.5000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,139.8750,-99999.0000,147.6667,-99999.0000,132.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,110.5000,131.5417,-99999.0000,134.6522,134.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,165.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,142.7500,-99999.0000,-99999.0000
437,2014/03/11 00:00:00,-99999.0000,61.7143,58.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,66.4583,-99999.0000,63.7917,-99999.0000,57.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,60.8696,59.7273,-99999.0000,56.5417,53.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,72.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,57.1250,-99999.0000,-99999.0000
438,2014/03/12 00:00:00,-99999.0000,-99999.0000,37.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.9167,-99999.0000,38.8750,-99999.0000,46.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.3333,42.1250,-99999.0000,46.0435,38.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,63.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.0833,-99999.0000,-99999.0000
439,2014/03/13 00:00:00,-99999.0000,74.8261,74.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,87.5417,-99999.0000,93.3750,-99999.0000,81.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,89.2500,86.4167,-99999.0000,85.1667,79.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,81.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,84.3913,-99999.0000,-99999.0000
440,2014/03/14 00:00:00,-99999.0000,120.1739,119.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,117.4167,-99999.0000,128.6667,-99999.0000,121.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,148.9583,144.8333,-99999.0000,136.0417,117.4348,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,122.5000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,122.1250,-99999.0000,-99999.0000
441,2014/03/15 00:00:00,-99999.0000,117.0000,114.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,110.3333,-99999.0000,110.8333,-99999.0000,112.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,117.7083,123.2917,-99999.0000,118.3750,102.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,126.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,106.6250,-99999.0000,-99999.0000
442,2014/03/16 00:00:00,-99999.0000,107.4000,98.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,100.0000,-99999.0000,95.0417,-99999.0000,95.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,88.2917,91.5833,-99999.0000,89.7917,85.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,97.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,93.9167,-99999.0000,-99999.0000
443,2014/03/17 00:00:00,-99999.0000,136.0455,135.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,138.0833,-99999.0000,131.9167,-99999.0000,135.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,143.7500,135.5417,-99999.0000,133.3750,126.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,126.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,123.2083,-99999.0000,-99999.0000
444,2014/03/18 00:00:00,-99999.0000,246.2917,246.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,233.0000,-99999.0000,265.3750,-99999.0000,247.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,224.4167,232.0417,-99999.0000,255.3750,246.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,262.5000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,265.0833,-99999.0000,-99999.0000
