Timestamp,O3,PM2.5,NO2,SO2,Pressure,RH,Temperature,Wind Speed,O3BL,PMBL,NO2BL,SO2BL,PBL,rhbl,TBL,WSBL,ln(O3)-O3BL,ln(PM)-PMBL,ln(NO2)-NO2BL,ln(SO2)-SO2BL,ln(P)-PBL,ln(rh)-rhbl,ln(T)-TBL,ln(WS)-WSBL
2001/03/01,13.5243854166,0,0,0,0,0,0,0,2.67601281938,0,0,0,0,0,0,0,-0.0715184362,0,0,0,0,0,0,0
2001/03/02,19.7704041666,0,0,0,0,0,0,0,2.67966665409,0,0,0,0,0,0,0,0.30451942630,0,0,0,0,0,0,0
2001/03/03,17.8677708333,0,0,0,0,0,0,0,2.68314346655,0,0,0,0,0,0,0,0.19985511131,0,0,0,0,0,0,0
2001/03/04,21.5136200841,0,0,0,0,0,0,0,2.68654986734,0,0,0,0,0,0,0,0.38213635949,0,0,0,0,0,0,0
2001/03/05,22.6004736481,0,0,0,0,0,0,0,2.68991438326,0,0,0,0,0,0,0,0.42805648067,0,0,0,0,0,0,0
2001/03/06,16.8686302083,0,0,0,0,0,0,0,2.69325751295,0,0,0,0,0,0,0,0.13219818340,0,0,0,0,0,0,0
2001/03/07,9.77723916015,0,0,0,0,0,0,0,2.69642479947,0,0,0,0,0,0,0,-0.4163676497,0,0,0,0,0,0,0
2001/03/08,7.89070453497,0,0,0,0,0,0,0,2.69926850090,0,0,0,0,0,0,0,-0.6335830753,0,0,0,0,0,0,0
2001/03/09,15.9651416666,0,0,0,0,0,0,0,2.70177919512,0,0,0,0,0,0,0,0.06862850457,0,0,0,0,0,0,0
2001/03/10,12.3299416666,0,0,0,0,0,0,0,2.70400656129,0,0,0,0,0,0,0,-0.1919759751,0,0,0,0,0,0,0
2001/03/11,12.0788276041,0,0,0,0,0,0,0,2.70607139468,0,0,0,0,0,0,0,-0.2146172595,0,0,0,0,0,0,0
2001/03/12,14.4132708333,0,0,0,0,0,0,0,2.70803666924,0,0,0,0,0,0,0,-0.0398873014,0,0,0,0,0,0,0
2001/03/13,29.0391083333,0,0,0,0,0,0,0,2.70991259189,0,0,0,0,0,0,0,0.65873089281,0,0,0,0,0,0,0
2001/03/14,19.6003333333,0,0,0,0,0,0,0,2.71161313545,0,0,0,0,0,0,0,0.26393343744,0,0,0,0,0,0,0
2001/03/15,12.4787375,0,0,0,0,0,0,0,2.71311636332,0,0,0,0,0,0,0,-0.1890901673,0,0,0,0,0,0,0
2001/03/16,12.0748375000,0,0,0,0,0,0,0,2.71433662804,0,0,0,0,0,0,0,-0.2232128861,0,0,0,0,0,0,0
2001/03/17,11.1182000000,0,0,0,0,0,0,0,2.71523796386,0,0,0,0,0,0,0,-0.3066545586,0,0,0,0,0,0,0
2001/03/18,17.7295916666,0,0,0,0,0,0,0,2.71587674821,0,0,0,0,0,0,0,0.15935834095,0,0,0,0,0,0,0
2001/03/19,13.8236696614,0,0,0,0,0,0,0,2.71615789997,0,0,0,0,0,0,0,-0.0897755842,0,0,0,0,0,0,0
2001/03/20,55.2083906479,0,0,0,0,0,0,0,2.71609084377,0,0,0,0,0,0,0,1.29502410244,0,0,0,0,0,0,0
2001/03/21,69.4860437285,0,0,0,0,0,0,0,2.71576273555,0,0,0,0,0,0,0,1.52536318718,0,0,0,0,0,0,0
2001/03/22,11.2762876302,0,0,0,0,0,0,0,2.71520561379,0,0,0,0,0,0,0,-0.2925035326,0,0,0,0,0,0,0
2001/03/23,6.35625007324,0,0,0,0,0,0,0,2.71433064106,0,0,0,0,0,0,0,-0.8648920487,0,0,0,0,0,0,0
2001/03/24,7.07641796875,0,0,0,0,0,0,0,2.71309069266,0,0,0,0,0,0,0,-0.7563228496,0,0,0,0,0,0,0
2001/03/25,9.11989166666,0,0,0,0,0,0,0,2.71155071597,0,0,0,0,0,0,0,-0.5010927906,0,0,0,0,0,0,0
2001/03/26,12.2552011718,0,0,0,0,0,0,0,2.70975270646,0,0,0,0,0,0,0,-0.2038022741,0,0,0,0,0,0,0
2001/03/27,14.5202351562,0,0,0,0,0,0,0,2.70772317651,0,0,0,0,0,0,0,-0.0321799719,0,0,0,0,0,0,0
2001/03/28,13.2121624999,0,0,0,0,0,0,0,2.70540268227,0,0,0,0,0,0,0,-0.1242648754,0,0,0,0,0,0,0
2001/03/29,26.3073958333,0,0,0,0,0,0,0,2.70289608252,0,0,0,0,0,0,0,0.56695402752,0,0,0,0,0,0,0
2001/03/30,18.9526082031,0,0,0,0,0,0,0,2.70022264573,0,0,0,0,0,0,0,0.24171891236,0,0,0,0,0,0,0
2001/03/31,11.8509523820,0,0,0,0,0,0,0,2.69738997553,0,0,0,0,0,0,0,-0.2249817413,0,0,0,0,0,0,0
2001/04/01,40.5293375000,0,0,0,0,0,0,0,2.69441285097,0,0,0,0,0,0,0,1.00761324361,0,0,0,0,0,0,0
