time,O3,O3_BL,O3 - e^(O3_BL)
2003/02/12,40.081,3.702934125836,-0.48515611852
2003/02/13,32.889,3.697921683169,-7.47432934022
2003/02/14,32.853,3.692760012309,-7.30252389239
2003/02/15,39.847,3.687511843302,-0.09833295766
2003/02/16,25.549,3.682203825402,-14.1848641519
2003/02/17,35.456,3.676840490510,-4.06532859108
2003/02/18,63.42,3.671325274137,24.11604011872
2003/02/19,44.132,3.665487767181,5.056808888652
2003/02/20,70.872,3.659389363598,32.03438003548
2003/02/21,64.107,3.653201214904,25.50897092615
2003/02/22,47.692,3.647018198139,9.331886909805
2003/02/23,30.825,3.640943916219,-7.30280920272
2003/02/24,35.545,3.634962516727,-2.35543223826
2003/02/25,55.349,3.629060996579,17.67157922562
2003/02/26,55.198,3.623190884659,17.74110202244
2003/02/27,51.003,3.617335373517,13.76479041489
2003/02/28,49.26,3.611428218860,12.24111385156
2003/03/01,38.433,3.605370546304,1.637684300289
2003/03/02,37.056,3.599066075260,0.491929597104
2003/03/03,37.519,3.592524193174,1.193346735582
2003/03/04,32.481,3.585691658245,-3.59730294677
2003/03/05,21.858,3.578589421123,-13.9649740607
2003/03/06,10.497,3.571471102558,-25.0718801530
2003/03/07,30.028,3.564716238473,-5.30142684966
2003/03/08,30.117,3.558357595329,-4.98849234615
2003/03/09,33.147,3.552378560692,-1.74922163332
2003/03/10,42.803,3.546751599879,8.102586618999
2003/03/11,56.221,3.541449498690,21.70408482912
2003/03/12,48.414,3.536422643244,14.07016099324
2003/03/13,56.4,3.531649063186,22.21971338245
2003/03/14,44.829,3.527184410352,10.80097634242
2003/03/15,50.318,3.523064148945,16.42989225205
2003/03/16,34.114,3.519311846824,0.352812400342
2003/03/17,34.153,3.515921549817,0.506079045233
2003/03/18,24.789,3.512889815435,-8.75606690289
2003/03/19,7.224,3.510331285751,-26.2353505541
2003/03/20,1.593,3.508402983209,-31.8018929702
2003/03/21,38.746,3.507138355653,5.393312438948
2003/03/22,59.293,3.506488404858,25.96198300158
2003/03/23,52.254,3.506391859336,18.92620080668
2003/03/24,37.121,3.506737298058,3.781686105623
2003/03/25,58.008,3.507428479768,24.64563461616
2003/03/26,55.154,3.508434456586,21.75805596315
2003/03/27,43.531,3.509760264267,10.09074999993
2003/03/28,46.367,3.511386563429,12.87232190319
2003/03/29,42.551,3.513384583100,8.989331976175
2003/03/30,39.389,3.515895567341,5.742953264192
2003/03/31,36.215,3.519034622495,2.463170525711
2003/04/01,21.907,3.522739973476,-11.9701238351
2003/04/02,15.544,3.526980276419,-18.4770780922
2003/04/03,18.532,3.531634158324,-15.6477771688
2003/04/04,13.247,3.536415651484,-21.0965988837
2003/04/05,37.919,3.540920329376,3.420345289585
2003/04/06,66.035,3.545175188661,31.38924564605
2003/04/07,62.319,3.549244217222,27.53198387788
2003/04/08,44.964,3.553180798891,10.03977205231
2003/04/09,53.519,3.556999811751,18.46114096966
2003/04/10,55.636,3.560753647790,20.44629220048
2003/04/11,35.378,3.564489550386,0.056581002849
2003/04/12,15.172,3.568069018808,-20.2760774508
2003/04/13,19.247,3.571434322341,-16.3205719459
2003/04/14,45.046,3.574571984444,9.366653768205
2003/04/15,37.026,3.577483731168,1.242613152246
2003/04/16,49.568,3.580182779469,13.68790160691
2003/04/17,48.228,3.582532121130,12.26350790095
2003/04/18,30.765,3.584415919600,-5.26730580786
2003/04/19,19.952,3.585753240317,-16.1285247918
2003/04/20,25.946,3.586498189368,-10.1614129584
2003/04/21,35.689,3.586720082982,-0.42642585178
2003/04/22,43.564,3.586519947526,7.455801402200
2003/04/23,40.032,3.586102342205,3.938877229974
2003/04/24,26.596,3.585570857411,-9.47794492092
2003/04/25,90.311,3.584953208395,54.25932923614
2003/04/26,87.197,3.584242108696,51.17095645554
2003/04/27,50.031,3.583372678851,14.03626496074
2003/04/28,44.061,3.582212111086,8.108015058350
2003/04/29,34.84,3.580680616739,-1.05796529035
2003/04/30,72.093,3.578875596355,36.25977282435
2003/05/01,56.207,3.576906917559,20.44424754508
2003/05/02,52.929,3.574935479288,17.23668215239
2003/05/03,34.542,3.573136700435,-1.08617296956
2003/05/04,27.436,3.571722495520,-8.14182304318
2003/05/05,36.221,3.570706573028,0.679302913767
2003/05/06,14.182,3.570103760492,-21.3382785620
2003/05/07,19.396,3.569870422237,-16.1159912890
2003/05/08,38.246,3.569957392668,2.730920083409
2003/05/09,44.935,3.570332588439,9.406592475543
2003/05/10,56.203,3.570997411870,20.65096450441
2003/05/11,39.954,3.572121603940,4.361974714143
2003/05/12,30.458,3.573662570183,-5.18891367505
2003/05/13,20.335,3.575555316661,-15.3794481380
2003/05/14,15.157,3.577736950894,-20.6354490544
2003/05/15,14.687,3.580147516672,-21.1918331827
2003/05/16,17.653,3.582834478827,-18.3223678841
2003/05/17,16.542,3.585757084790,-19.5386635027
2003/05/18,18.694,3.588881711476,-17.4995784233
2003/05/19,25.578,3.592145200583,-10.7338887194
2003/05/20,55.864,3.595420906302,19.43296918831
2003/05/21,71.617,3.598603364725,35.06984426408
2003/05/22,41.925,3.601469974654,5.272927518727
2003/05/23,19.644,3.603885423650,-17.0967107004
2003/05/24,16.817,3.605794980518,-19.9939362053
2003/05/25,82.983,3.607239249892,46.11886047618
2003/05/26,57.642,3.608207181057,20.74216125225
2003/05/27,56.108,3.608729709533,19.18887499738
2003/05/28,45.543,3.608816601590,8.620666879292
2003/05/29,47.314,3.608360367470,10.40850826535
2003/05/30,91.069,3.607219130439,54.20560215504
2003/05/31,70.74,3.605248191730,33.94918610005
