time,O3,O3_BL,O3 - e^(O3_BL)
2005/02/12,20.9184,2.391937196401,9.983743984842
2005/02/13,21.4286,2.380253981698,10.62095253996
2005/02/14,18.8776,2.370998299167,8.169523185791
2005/02/15,17.3469,2.364242054106,6.710925731375
2005/02/16,4.5918,2.359962760604,-5.99875705914
2005/02/17,1.5306,2.358179122400,-9.04108417317
2005/02/18,4.0816,2.358892594841,-6.49762946984
2005/02/19,10.7143,2.362017780680,0.101956755628
2005/02/20,12.2449,2.367475706375,1.574477021491
2005/02/21,8.1633,2.375156817177,-2.58939926181
2005/02/22,8.6735,2.384911370948,-2.18460027913
2005/02/23,1.0204,2.396725992721,-9.96674543590
2005/02/24,3.5714,2.410490923399,-7.56802840900
2005/02/25,10.2041,2.426115499651,-1.11074408677
2005/02/26,16.3265,2.443821851294,4.809527103992
2005/02/27,15.8163,2.463559251710,4.069753861618
2005/02/28,4.5918,2.485301580567,-7.41294010529
2005/03/01,9.6939,2.509055495033,-2.59941347977
2005/03/02,13.2653,2.534771622354,0.651750133752
2005/03/03,14.7959,2.562386736302,1.829171425836
2005/03/04,16.3265,2.591683011170,2.974275353240
2005/03/05,14.7959,2.622243106827,1.029331137882
2005/03/06,22.449,2.653758670788,8.241660876310
2005/03/07,23.9796,2.686025860386,9.306353635904
2005/03/08,6.6326,2.718878785721,-8.53071138908
2005/03/09,11.2245,2.752132024295,-4.45151793268
2005/03/10,15.3061,2.785614317680,-0.90367276871
2005/03/11,1.5306,2.818835150893,-15.2267195502
2005/03/12,18.8776,2.851440128543,1.564903595577
2005/03/13,17.3469,2.883221157637,-0.52484828019
2005/03/14,18.3673,2.914085743124,-0.06465315716
2005/03/15,27.0408,2.944169865312,8.045912475284
2005/03/16,27.551,2.973377374627,7.993137595191
2005/03/17,28.5714,3.001589136492,8.453919042133
2005/03/18,55.102,3.028671324503,34.43224905527
2005/03/19,55.102,3.054496703192,33.89149234073
2005/03/20,54.0816,3.078999517829,32.34495561140
2005/03/21,44.3878,3.102116600051,22.14281477527
2005/03/22,31.1224,3.123674432731,8.392654691256
2005/03/23,37.7551,3.143569512749,14.56861623063
2005/03/24,50.0,3.161574363338,26.39226616223
2005/03/25,62.2449,3.177798133596,38.25103593754
2005/03/26,53.0612,3.192324026852,28.71625995637
2005/03/27,36.7347,3.204955967874,12.08028559372
2005/03/28,8.6735,3.215821823978,-16.2502664456
2005/03/29,15.3061,3.224995127439,-9.84735159379
2005/03/30,39.7959,3.232486141058,14.45331604564
2005/03/31,31.6327,3.238251565367,6.143583290201
2005/04/01,35.7143,3.242227296306,10.12364370700
2005/04/02,25.0,3.244376742735,-0.64572119610
2005/04/03,28.0612,3.244793409116,2.404790867557
2005/04/04,102.551,3.243507712518,76.92755602935
2005/04/05,61.2245,3.240518812346,35.67752760556
2005/04/06,45.4082,3.235863845493,19.97987155918
2005/04/07,9.1837,3.229546912523,-16.0845056693
2005/04/08,11.7347,3.221585330768,-13.3331294982
2005/04/09,11.2245,3.212239727449,-13.6101468212
2005/04/10,6.1224,3.201747986616,-18.4530502324
2005/04/11,9.6939,3.190242686831,-14.6004226398
2005/04/12,20.4082,3.177777298767,-3.58516415960
2005/04/13,34.1837,3.164246876297,10.51278980540
2005/04/14,33.6735,3.149619669983,10.34630913731
2005/04/15,48.4694,3.133936165407,25.50520726000
2005/04/16,51.5306,3.117410125079,28.94279576328
2005/04/17,53.0612,3.100292817595,30.85674781610
2005/04/18,37.7551,3.082780133846,15.93612216797
2005/04/19,28.0612,3.065027540222,6.626147694848
2005/04/20,30.102,3.047329934856,9.042959721289
2005/04/21,51.0204,3.029862559966,30.32601184348
2005/04/22,16.8367,3.012847477453,-3.50855016364
2005/04/23,14.2857,2.996076562289,-5.72118696018
2005/04/24,14.7959,2.979455833147,-4.88120610196
2005/04/25,18.8776,2.962987648605,-0.47811352700
2005/04/26,25.5102,2.946610049049,6.468904861135
2005/04/27,36.2245,2.930245856449,17.49226462854
2005/04/28,27.0408,2.913845476339,8.613274896979
2005/04/29,7.1429,2.897521283227,-10.9862525956
2005/04/30,6.1224,2.881458719239,-11.7178781650
2005/05/01,6.6326,2.865840721859,-10.9312132809
2005/05/02,9.6939,2.850731868173,-7.60653884894
2005/05/03,9.1837,2.836283530372,-7.86857337080
2005/05/04,8.1633,2.822639611627,-8.65789354046
2005/05/05,7.6531,2.809842809545,-8.95420750337
2005/05/06,52.0408,2.797964872014,35.62958615808
2005/05/07,36.7347,2.786929264386,20.50359822379
2005/05/08,38.7755,2.776586071899,22.71141440452
2005/05/09,13.7755,2.766818105700,-2.13243602379
2005/05/10,21.9388,2.757639438184,6.176209571965
2005/05/11,37.7551,2.749067927109,22.12704139620
2005/05/12,13.2653,2.741042730986,-2.23784227791
2005/05/13,6.6326,2.733545893533,-8.75475231182
2005/05/14,9.1837,2.726657140934,-6.09801691440
2005/05/15,12.2449,2.720155114136,-2.93777711015
2005/05/16,7.6531,2.713772581796,-7.43298177184
2005/05/17,3.5714,2.707267877862,-11.4168697404
2005/05/18,7.6531,2.700492609683,-7.23396343048
2005/05/19,8.1633,2.693257088550,-6.61643651973
2005/05/20,32.6531,2.685593644280,17.98619427894
2005/05/21,22.449,2.677466175946,7.900815983784
2005/05/22,14.2857,2.669078279611,-0.14096571076
2005/05/23,5.6123,2.660371798031,-8.68930541905
2005/05/24,8.1633,2.651258187469,-6.00855828730
2005/05/25,31.1224,2.641604160431,17.08669892557
2005/05/26,28.0612,2.631353178084,14.16864370869
2005/05/27,8.1633,2.620444175645,-5.57852601413
