,Station ID,XCNAQ045,XCNAQ041,CN_1001A,CN_1003A,XCNAQ005,XCNAQ004,XCNAQ009,XCNAQ038,XCNAQ1317,XCNAQ039,XCNAQ1313,XCNAQ1318,XCNAQ040,CN_1005A,XCNAQ003,XCNAQ1316,CN_1012A,XCNAQ1314,CN_1004A,CN_1011A,CN_1006A,CN_1002A,XCNAQ014,XCNAQ012,XCNAQ446,CN_1009A,CN_1010A,CN_1007A,XCNAQ007,XCNAQ1315,CN_1008A,XCNAQ010,XCNAQ044,XCNAQ013,XCNAQ1523,XCNAQ016,XCNAQ015,XCNAQ042,XCNAQ002,XCNAQ043,XCNAQ008,XCNAQ006
31,2013/01/29 00:00:00,294.5000,318.5833,270.9167,327.5417,299.7083,281.2083,282.4583,306.2917,-99999.0000,274.8750,-99999.0000,-99999.0000,310.3333,321.4167,397.1053,-99999.0000,332.4583,-99999.0000,301.3333,349.3636,330.1250,368.3000,277.3750,331.4545,-99999.0000,341.1818,377.3913,314.2500,275.0417,-99999.0000,318.1667,240.5417,335.6667,261.5417,-99999.0000,271.9583,268.3750,321.7083,307.3478,366.0435,303.0000,352.5417
32,2013/01/30 00:00:00,270.1250,207.1667,201.7917,208.5417,224.7917,189.8750,216.6250,153.0833,-99999.0000,252.4583,-99999.0000,-99999.0000,196.4583,242.5833,267.6667,-99999.0000,230.1667,-99999.0000,203.6667,243.0833,217.4167,-99999.0000,179.4500,167.6667,-99999.0000,193.3913,234.0417,251.8333,-99999.0000,-99999.0000,227.3750,223.8750,221.2917,136.0417,-99999.0000,145.9583,151.8333,218.5000,212.9583,212.2500,249.1739,198.9583
33,2013/01/31 00:00:00,-99999.0000,-99999.0000,103.6364,106.2857,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,116.4091,-99999.0000,-99999.0000,107.3636,-99999.0000,100.6818,120.2273,91.1818,93.7059,-99999.0000,-99999.0000,-99999.0000,108.5455,121.1818,110.9545,-99999.0000,-99999.0000,125.3636,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
34,2013/02/01 00:00:00,-99999.0000,-99999.0000,13.3750,12.3478,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.0000,-99999.0000,-99999.0000,15.0000,-99999.0000,10.4167,14.8750,14.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.0000,22.6667,15.3750,-99999.0000,-99999.0000,9.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
35,2013/02/02 00:00:00,-99999.0000,-99999.0000,66.7917,70.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,68.8333,-99999.0000,-99999.0000,79.4783,-99999.0000,69.9167,69.5417,62.4583,74.0000,-99999.0000,-99999.0000,-99999.0000,64.5417,71.8333,70.6667,-99999.0000,-99999.0000,74.3913,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
36,2013/02/03 00:00:00,-99999.0000,-99999.0000,150.9583,158.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,142.6250,-99999.0000,-99999.0000,149.2917,-99999.0000,157.0833,154.7083,156.5833,124.5217,-99999.0000,-99999.0000,-99999.0000,121.4167,128.0000,146.1667,-99999.0000,-99999.0000,155.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
37,2013/02/04 00:00:00,-99999.0000,-99999.0000,29.2273,33.3182,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.6818,-99999.0000,-99999.0000,39.9545,-99999.0000,33.8182,31.1364,30.5000,29.3333,-99999.0000,-99999.0000,-99999.0000,33.6818,33.8636,33.4091,-99999.0000,-99999.0000,37.7619,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
38,2013/02/05 00:00:00,-99999.0000,-99999.0000,103.5417,109.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,111.2500,-99999.0000,-99999.0000,112.3750,-99999.0000,97.8333,111.8750,110.0833,116.2174,-99999.0000,-99999.0000,-99999.0000,111.0833,130.5833,111.3333,-99999.0000,-99999.0000,129.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
39,2013/02/06 00:00:00,-99999.0000,-99999.0000,21.1739,25.8696,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.6087,-99999.0000,-99999.0000,13.0870,-99999.0000,26.4348,25.0870,22.9565,9.8261,-99999.0000,-99999.0000,-99999.0000,33.2609,34.5217,22.8261,-99999.0000,-99999.0000,41.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
40,2013/02/07 00:00:00,-99999.0000,-99999.0000,9.7826,8.6087,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,10.2609,-99999.0000,-99999.0000,13.9130,-99999.0000,9.1739,13.5217,9.3043,9.3913,-99999.0000,-99999.0000,-99999.0000,10.7391,12.1304,9.4348,-99999.0000,-99999.0000,6.6522,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
41,2013/02/08 00:00:00,-99999.0000,-99999.0000,82.1250,82.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,74.0000,-99999.0000,-99999.0000,106.4167,-99999.0000,80.2917,80.8750,83.2500,64.9583,-99999.0000,-99999.0000,-99999.0000,52.8750,57.1667,90.7917,-99999.0000,-99999.0000,85.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
42,2013/02/09 00:00:00,-99999.0000,-99999.0000,182.2174,181.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,173.1667,-99999.0000,-99999.0000,184.4000,-99999.0000,175.5833,134.6667,165.2917,93.0417,-99999.0000,-99999.0000,-99999.0000,94.7826,102.2083,162.1304,-99999.0000,-99999.0000,97.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
43,2013/02/10 00:00:00,-99999.0000,-99999.0000,31.0833,30.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.7917,-99999.0000,-99999.0000,41.7917,-99999.0000,28.5833,20.6667,26.9167,23.8333,-99999.0000,-99999.0000,-99999.0000,23.9583,36.3333,33.5833,-99999.0000,-99999.0000,18.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
44,2013/02/11 00:00:00,-99999.0000,-99999.0000,89.0000,82.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,74.6667,-99999.0000,-99999.0000,93.6250,-99999.0000,86.7917,84.2917,81.8333,69.1667,-99999.0000,-99999.0000,-99999.0000,71.5000,73.9167,84.9583,-99999.0000,-99999.0000,96.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
45,2013/02/12 00:00:00,-99999.0000,-99999.0000,167.3750,154.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,147.6667,-99999.0000,-99999.0000,140.6250,-99999.0000,155.3333,130.2500,146.0000,76.6250,-99999.0000,-99999.0000,-99999.0000,109.1667,81.5000,136.2609,-99999.0000,-99999.0000,138.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
46,2013/02/13 00:00:00,-99999.0000,-99999.0000,248.2083,243.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,239.5000,-99999.0000,-99999.0000,246.6667,-99999.0000,236.1667,236.5417,233.8333,176.5909,-99999.0000,-99999.0000,-99999.0000,205.5417,211.6667,246.4583,-99999.0000,-99999.0000,235.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
47,2013/02/14 00:00:00,-99999.0000,-99999.0000,57.6957,52.7143,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.3636,-99999.0000,-99999.0000,38.6957,-99999.0000,39.6522,31.5652,41.6522,14.2273,-99999.0000,-99999.0000,-99999.0000,17.5455,21.6087,42.3913,-99999.0000,-99999.0000,22.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
48,2013/02/15 00:00:00,-99999.0000,-99999.0000,49.0833,49.3913,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,46.0417,-99999.0000,-99999.0000,60.7500,-99999.0000,47.6667,48.2083,46.3333,53.8000,-99999.0000,-99999.0000,-99999.0000,69.0000,59.5000,53.7500,-99999.0000,-99999.0000,50.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
